,Class
188792,1
29911,0
211322,1
119336,1
123826,1
129313,1
87786,0
48572,0
200258,1
9995,1
8851,0
98424,1
152942,1
43971,0
94332,0
96603,0
198728,1
22398,0
15724,0
61433,0
58161,0
197348,1
39296,0
9878,0
126656,1
102740,0
121651,1
152952,1
198435,1
208918,1
97376,0
56164,1
134596,1
66182,0
202097,1
10242,0
108002,0
193549,1
132025,1
27878,0
119446,1
71621,0
192464,1
149475,1
91375,0
206172,1
104013,0
161382,1
26960,0
170328,1
199026,1
123697,1
94718,0
211477,1
115392,0
172017,1
165406,1
125886,1
56104,0
20337,0
100116,0
7594,0
73557,0
47541,0
73883,1
203353,1
2934,1
100824,0
99686,0
182796,1
16355,0
203787,1
147342,1
32204,0
43078,0
169322,1
52410,0
27349,0
28154,0
113582,0
35049,0
147476,1
46349,0
125096,1
111667,0
19009,0
3275,0
65877,0
73554,0
134990,1
26801,0
89812,0
138432,1
101931,0
65925,0
15275,0
189917,1
190163,1
89793,0
25770,0
208471,1
210079,1
134101,1
191651,1
50745,0
153691,1
113695,0
25134,0
193424,1
47512,0
179097,1
54755,0
92100,0
193483,1
204607,1
11468,0
84847,0
156160,1
142601,1
12002,0
88941,0
154285,1
10235,0
132995,1
73621,0
116618,1
154502,1
199067,1
135927,1
198761,1
92007,0
92721,0
147280,1
113871,0
129519,1
160456,1
88477,0
183929,1
46098,1
186243,1
2324,0
141081,1
49840,0
32038,0
13925,0
103818,0
120144,1
175896,1
208602,1
44647,0
103899,0
142064,1
192764,1
198291,1
149032,1
146483,1
32133,0
189511,1
180864,1
207061,1
47534,0
15337,0
2630,0
76943,0
209598,1
150582,1
155684,1
86876,0
83418,0
30692,0
160963,1
144208,1
189095,1
104338,0
48763,0
134340,1
147180,1
648,0
157987,1
138766,1
116349,1
109128,0
115520,0
105642,1
33825,1
128528,1
206446,1
34101,0
14812,0
132943,1
22658,1
176459,1
116906,0
55520,0
19080,0
18971,0
183952,1
190555,1
168547,1
138053,1
145580,1
172428,1
12005,0
98109,0
68571,0
122972,1
173314,1
13401,0
195207,1
9485,0
154933,1
83153,0
129469,1
74933,0
3296,0
52865,0
60822,0
98847,0
27361,0
43786,0
118805,1
20188,0
47137,1
180551,1
116109,0
89872,0
174274,1
112324,0
156906,1
16016,0
80087,0
128481,1
83539,0
145706,1
42984,0
212755,1
25894,0
151595,1
145594,1
112151,0
6211,0
45830,1
84947,0
112307,0
42806,0
208269,1
1795,0
204369,1
57778,0
133394,1
211072,1
173538,1
85991,0
50265,1
121499,1
95185,0
29455,0
105399,0
167237,1
123322,1
7318,0
209943,1
158415,1
159594,1
179697,1
174296,1
36824,0
174966,1
79456,0
184928,1
146152,1
67693,1
119111,1
8358,1
133877,1
24035,0
108557,0
89996,0
139564,1
101153,0
116126,0
53477,0
138988,1
49234,0
7672,1
195367,1
10787,0
68543,0
212359,1
10457,0
84483,0
207251,1
65277,0
166708,1
25611,0
51653,0
164958,1
145881,1
166469,1
73370,0
175422,1
184966,1
65936,0
36356,0
153163,1
152415,1
173870,1
66140,0
114423,0
111980,0
88703,0
33305,0
169051,1
16249,0
133173,1
206337,1
48646,0
71739,0
57717,0
39360,0
57494,0
54473,0
139396,1
77649,0
208640,1
94753,0
70978,0
84883,0
35667,0
54316,0
194135,1
26422,0
192463,1
57084,0
68765,1
125295,1
86,0
171177,1
856,0
128562,1
10664,0
120310,1
97058,0
151921,1
29586,0
182983,1
136107,1
132383,1
187749,1
193023,1
38618,1
145915,1
42038,0
174541,1
148006,1
178365,1
194626,1
96293,0
43914,0
28601,0
18215,0
174873,1
144612,1
5629,0
49144,0
79105,0
140320,1
86789,0
45480,0
151275,1
111214,0
54264,0
36272,0
92218,1
9624,0
40518,0
151661,1
147438,1
82824,0
54465,0
75375,0
141480,1
147921,1
95878,0
198240,1
205521,1
161949,1
14076,0
46808,0
45130,0
185496,1
133466,1
198095,1
81971,0
83293,0
74477,0
48942,0
58683,0
102963,0
105724,0
108769,0
59901,0
116022,0
134157,1
20266,0
207002,1
192529,1
188662,1
207182,1
175288,1
189177,1
155939,1
197845,1
68137,0
115305,0
92171,1
113811,0
114194,0
88099,0
130543,1
7480,0
108543,0
121429,1
134374,1
196724,1
7660,0
209986,1
16661,0
108198,0
133895,1
15872,0
6699,0
88492,0
5528,0
95098,0
180094,1
78617,1
114157,0
149683,1
174437,1
25487,0
71770,0
109356,0
64600,1
146322,1
106013,0
54371,0
32550,0
97595,0
186759,1
140109,1
71361,0
113066,0
181318,1
90160,0
17492,0
166329,1
182626,1
97207,0
145742,1
125273,1
112583,1
21502,0
47000,0
93247,0
160099,1
51490,0
83863,0
186794,1
72527,0
113525,1
60321,0
62211,0
205796,1
13737,0
205254,1
21549,0
96809,1
79657,0
93964,1
99718,0
2297,0
45184,0
62220,0
24327,0
14412,0
79675,0
14659,0
130031,1
6423,1
60700,0
191411,1
117584,1
58424,0
93360,0
138452,1
70170,0
7637,0
138824,1
179393,1
117365,0
16528,0
162431,1
121044,1
50666,0
192836,1
62922,1
8412,0
85910,0
193723,1
196131,1
112353,0
31149,0
69112,0
112697,0
74077,0
184191,1
85204,0
141661,1
187126,1
186829,1
6062,0
120429,1
136891,1
22266,0
184937,1
174074,1
35177,0
72687,0
122665,1
95156,0
126496,1
29199,0
174793,1
142260,1
49688,0
123403,1
126667,1
54667,1
56962,0
142364,1
45031,0
94604,0
69567,1
136021,1
61938,0
58941,0
55093,0
120722,1
64019,1
42057,0
24431,0
61197,0
74562,0
172586,1
159394,1
78809,1
199235,1
758,0
161725,1
38884,0
40056,0
21010,0
197836,1
135757,1
21337,0
68705,0
193122,1
212687,1
200111,1
75092,0
193768,1
90527,0
74468,0
70562,0
140132,1
204528,1
118003,1
184136,1
101860,0
125794,1
26578,0
112524,0
136372,1
101920,0
186776,1
44399,1
119134,1
112679,0
59630,0
155440,1
198871,1
174497,1
88539,0
123281,1
116058,0
95511,0
97161,0
152141,1
128892,1
115128,0
62952,0
46417,0
193982,1
182934,1
26147,0
131831,1
171644,1
39926,0
77715,0
164491,1
73515,0
19898,0
46885,0
11786,0
67652,0
140203,1
52607,0
40555,1
198882,1
96331,0
14562,0
57497,0
178607,1
6363,0
18078,0
200630,1
212295,1
101023,0
76385,0
1399,0
141739,1
186665,1
195151,1
87297,0
179518,1
135621,1
66362,0
135939,1
72558,0
70397,0
190997,1
124014,1
74952,0
11490,0
84473,0
146750,1
56191,0
154808,1
37627,0
54953,0
110125,0
25794,0
41471,1
86695,0
205465,1
175182,1
92915,0
190749,1
164032,1
114666,0
145822,1
108257,0
158400,1
96164,0
207037,1
199923,1
153836,1
136011,1
77540,0
44372,0
16237,0
205595,1
206128,1
70862,0
171924,1
157314,1
109063,0
138211,1
86718,0
182986,1
63801,0
161886,1
152732,1
76957,0
139566,1
140554,1
73189,0
46377,0
19315,0
177892,1
10720,0
79118,0
84635,0
81719,0
140373,1
124859,1
107742,1
190892,1
182834,1
91595,0
52241,0
191579,1
204201,1
209354,1
64808,0
2701,0
122982,1
201621,1
13700,0
119311,1
159655,1
161766,1
66871,0
34525,0
210142,1
28335,1
157532,1
38350,0
63548,0
158900,1
116301,0
56452,0
117109,1
202915,1
58274,0
50119,0
155171,1
35487,0
135783,1
64823,1
37819,0
163414,1
77082,0
140520,1
125840,1
26969,0
28745,0
194233,1
76913,0
197053,1
124816,1
22213,0
20322,0
205792,1
94909,0
212378,1
65804,0
52889,1
2746,1
162804,1
11627,0
60923,1
9105,0
66227,0
96179,0
134435,1
39882,0
150319,1
148972,1
32531,0
13758,0
48441,0
117167,1
124175,1
206867,1
129182,1
23427,0
57883,0
93840,0
104837,0
167588,1
104043,0
161328,1
33793,0
121965,1
117921,1
33707,0
8621,0
66146,0
169973,1
159900,1
120816,1
184379,1
68010,0
6971,0
88554,0
201784,1
115506,0
104481,0
85149,1
67013,0
153533,1
115966,0
123545,1
205529,1
6555,0
189860,1
144828,1
5964,0
96088,0
176330,1
146748,1
148428,1
7964,0
131061,1
106725,0
94344,0
33548,1
210202,1
44905,0
48283,0
206644,1
142174,1
143800,1
87820,0
91672,0
57310,1
90267,0
179068,1
141093,1
106920,0
139385,1
192505,1
98183,0
43493,0
46018,1
10648,1
200156,1
70352,0
98070,0
183080,1
98734,0
207523,1
86528,0
3367,0
190488,1
164188,1
2507,0
160333,1
87103,0
105933,1
194805,1
95452,0
87203,0
142508,1
201635,1
81485,0
116557,0
148909,1
111432,0
40921,0
112338,0
170582,1
124021,1
186703,1
26821,1
96228,0
64485,0
134811,1
108966,0
52590,1
113375,0
163374,1
173405,1
79510,0
105457,0
204737,1
8544,0
29376,0
10520,0
143167,1
126127,1
96121,0
183792,1
73951,0
212427,1
176961,1
161869,1
38597,1
139109,1
180432,1
68728,0
134745,1
15592,0
19055,0
21663,0
123542,1
87403,0
45070,0
47258,0
172791,1
184666,1
153544,1
195293,1
176453,1
77873,0
123753,1
95252,0
180993,1
63509,0
79560,0
190020,1
113698,0
136760,1
49256,0
64122,0
33909,0
91329,0
64245,0
65966,0
29311,1
19113,0
102500,0
208175,1
27628,0
29682,1
175655,1
126191,1
122783,1
63198,0
143767,1
91758,0
127675,1
157496,1
2662,0
100677,0
139428,1
50458,0
147291,1
202196,1
66042,1
166930,1
154780,1
138662,1
118914,1
187222,1
110060,0
200688,1
118635,1
30640,0
185714,1
127189,1
23663,0
73204,0
202768,1
52421,0
138173,1
199151,1
101080,0
123839,1
31807,1
170744,1
80597,0
27647,0
140800,1
151901,1
143793,1
171217,1
141622,1
51445,0
150284,1
75854,0
152985,1
122286,1
79257,0
114096,0
56542,0
124823,1
18003,0
102477,0
178073,1
8172,0
116154,0
154341,1
28182,0
189590,1
40417,0
192707,1
8470,0
141424,1
129361,1
197842,1
158528,1
52820,0
193466,1
196143,1
137511,1
160087,1
169723,1
26838,0
10088,0
154707,1
51323,0
39295,0
102626,1
75371,0
210364,1
68746,0
25316,1
8810,0
24177,0
59535,0
70721,0
106868,0
164042,1
34259,0
61849,0
77959,0
36012,1
145372,1
93035,0
204153,1
85743,0
196255,1
18400,0
179438,1
177764,1
136507,1
154216,1
200350,1
166602,1
185052,1
162419,1
74709,0
10154,0
93895,0
159617,1
14170,0
134843,1
105972,0
62463,0
67860,0
69217,0
176432,1
173817,1
114819,0
109539,0
176123,1
38706,0
120599,1
95656,0
207414,1
159493,1
43838,0
115553,0
116335,0
121940,1
37798,0
198698,1
59570,0
109131,0
206393,1
6284,1
192188,1
179824,1
194753,1
166256,1
37781,0
14494,0
164456,1
54344,0
90712,0
210879,1
78110,0
153410,1
204752,1
171174,1
13800,0
15874,0
96775,0
87906,0
28406,0
128134,1
90059,0
180867,1
192943,1
38943,0
86844,0
189827,1
138645,1
201336,1
81631,0
49706,0
108641,0
162677,1
164289,1
15754,1
62414,0
183625,1
160178,1
178393,1
178056,1
154155,1
10028,0
8745,0
166531,1
46472,0
110108,0
103359,0
136079,1
61178,0
3461,0
142206,1
127788,1
110790,0
75015,0
88292,0
197637,1
30869,0
131983,1
149061,1
49786,0
7696,0
140724,1
184999,1
80011,0
150940,1
97749,0
43067,0
116269,0
130826,1
185472,1
209490,1
84019,1
17268,0
15495,0
85762,0
62288,0
90187,1
23495,0
145146,1
117953,1
40833,0
4603,1
102021,0
50023,1
114088,0
177557,1
4733,0
200026,1
3994,0
164070,1
50614,0
160164,1
2847,0
125346,1
47564,0
14931,0
208980,1
28685,0
116937,0
74150,0
3224,0
3983,0
171001,1
102170,1
42217,0
127399,1
123903,1
124912,1
196671,1
128591,1
190515,1
118359,1
79052,0
81639,0
29557,0
111413,0
151260,1
210674,1
45165,0
120826,1
151352,1
92331,0
138716,1
57097,0
14131,0
194616,1
104196,0
45014,0
209257,1
44759,0
61254,0
190860,1
97707,0
163406,1
205578,1
98283,0
106751,0
32555,0
77503,0
102313,0
148298,1
21022,0
57588,0
112511,0
127268,1
50846,0
16687,0
84792,0
91966,0
195836,1
94491,0
87520,0
51051,0
58469,0
21737,0
186329,1
211847,1
130452,1
87808,0
188377,1
186990,1
138794,1
179601,1
143183,1
75608,0
157862,1
177034,1
186294,1
139612,1
135750,1
80757,0
50696,0
620,0
123330,1
74949,0
44720,0
29267,0
89486,1
98851,0
12807,0
40173,1
141855,1
126522,1
135761,1
134619,1
23117,0
180038,1
1191,0
77612,0
99344,0
112064,0
38029,0
114230,0
26817,0
28676,0
136466,1
197545,1
39557,0
114546,0
24827,0
14579,0
51099,0
168793,1
21715,0
102286,0
194043,1
161498,1
135526,1
185681,1
121368,1
207620,1
173479,1
15082,0
110378,0
200266,1
152646,1
84619,0
90043,0
81664,0
23182,0
126178,1
64038,0
105565,0
211490,1
65731,0
115476,0
114098,0
40563,0
96826,0
136915,1
142531,1
119760,1
117992,1
136217,1
167224,1
2132,0
64182,0
68461,0
68374,0
153997,1
195100,1
45320,1
74298,0
139632,1
6236,0
158051,1
157172,1
11709,0
138693,1
182557,1
11663,0
163873,1
455,0
157588,1
86947,0
111526,0
68654,0
65988,0
14524,0
56256,0
141165,1
79595,1
178356,1
156710,1
68539,0
62018,0
106900,0
44027,0
95527,0
91067,0
35596,0
18705,0
76771,0
197696,1
158142,1
194869,1
26956,0
191061,1
81488,0
201077,1
1169,0
52312,0
37076,0
113320,1
110450,0
30794,1
159172,1
85807,0
25469,0
40989,0
153714,1
212999,1
150442,1
124856,1
139237,1
160804,1
189008,1
137238,1
102935,0
195618,1
19117,0
58838,0
46225,0
9150,0
184025,1
136006,1
32808,0
17535,0
208955,1
161858,1
113580,0
104401,0
67602,0
201997,1
24032,0
60975,0
125316,1
158021,1
154016,1
79681,0
156907,1
44161,0
118046,1
118673,1
46011,0
114112,0
139131,1
85685,0
29190,0
69709,0
18021,0
178258,1
70008,0
155639,1
157166,1
132540,1
68267,0
200853,1
11860,0
80915,0
168080,1
101514,1
78378,0
74755,0
179699,1
140078,1
25128,0
115099,0
88030,0
183708,1
28408,0
17200,0
166830,1
46001,0
716,0
181340,1
205925,1
169562,1
67329,0
76529,0
204244,1
31071,0
181916,1
50597,0
9602,0
54352,0
2798,0
147039,1
41807,0
162745,1
91840,0
42213,0
18929,0
19555,0
40188,0
166858,1
35461,0
130080,1
196258,1
78869,0
69773,0
119179,1
28316,0
117789,1
122101,1
177242,1
164672,1
198968,1
122083,1
23220,0
78698,0
63916,1
41475,0
42198,1
33817,0
134423,1
129109,1
150759,1
102311,0
174505,1
206793,1
71407,0
176984,1
88451,0
88514,1
28590,0
151146,1
29916,0
51742,0
53121,0
144157,1
29389,0
180831,1
114642,0
139026,1
169387,1
157906,1
38117,1
155850,1
46581,1
103826,1
33177,0
12503,0
64458,0
175812,1
173594,1
70735,0
54597,1
127555,1
31223,0
111020,0
200186,1
181174,1
81601,0
157698,1
25813,0
142765,1
130457,1
108172,1
23899,0
203661,1
80661,0
126231,1
75044,0
162250,1
142796,1
101201,0
37369,1
141782,1
203701,1
112774,0
139456,1
138472,1
210015,1
191445,1
40520,1
185115,1
16370,0
74465,0
83628,0
86225,0
170798,1
144117,1
197131,1
173891,1
90424,0
34082,0
124484,1
207503,1
142623,1
73571,0
125905,1
88476,0
159929,1
69684,0
60798,0
205973,1
79853,0
208562,1
22415,1
202665,1
116820,0
78219,0
146578,1
148727,1
172897,1
88597,0
51822,0
39654,0
84550,0
92278,0
43804,0
145974,1
105832,0
178232,1
131294,1
126714,1
166657,1
33600,0
45716,0
141228,1
110393,1
57754,0
4274,0
71568,0
156062,1
111734,0
164174,1
191814,1
44290,0
10885,0
187939,1
164514,1
189290,1
200819,1
159036,1
9535,0
185652,1
129799,1
58397,0
94878,0
168816,1
106922,0
17185,1
1371,0
124183,1
89978,0
45839,0
64146,0
103327,1
145077,1
205491,1
177993,1
70748,0
82484,0
2289,0
206408,1
196285,1
197030,1
41390,1
50965,0
158509,1
205714,1
73099,0
123738,1
128878,1
31519,0
108941,0
127049,1
85976,0
189897,1
177392,1
141975,1
127706,1
116007,0
196170,1
83154,0
152686,1
172623,1
172840,1
121894,1
103566,0
55109,0
63385,0
33865,0
60236,0
155981,1
182440,1
4044,0
133664,1
54791,0
181997,1
16174,0
9565,0
153202,1
107263,0
65668,1
138705,1
26212,0
109872,0
199259,1
68261,0
66260,0
75760,0
78786,0
191722,1
110358,0
199935,1
202773,1
54921,0
113945,0
157888,1
99045,0
167994,1
202656,1
155800,1
158378,1
170590,1
143568,1
2542,0
154265,1
202546,1
51438,0
108112,0
25423,0
176972,1
91120,0
2793,0
163378,1
124669,1
109685,0
207311,1
48915,0
68180,0
205771,1
176612,1
109612,0
63240,0
105966,0
120594,1
49181,0
54530,0
199221,1
201104,1
212229,1
201873,1
96466,1
57144,0
89293,0
112369,0
36401,0
198296,1
175046,1
91870,0
136346,1
148277,1
199098,1
162154,1
137895,1
116579,0
169354,1
36740,0
28312,0
95775,0
25586,0
34122,0
207420,1
132990,1
39424,0
123846,1
183921,1
88078,0
22750,0
33886,0
12534,0
155270,1
1165,0
44162,0
171379,1
146423,1
43986,0
14435,0
81091,0
62171,0
191717,1
7283,0
29281,0
61943,0
14948,0
148135,1
169568,1
145228,1
15736,0
22538,1
167951,1
63786,0
59452,0
190843,1
55062,0
107079,0
164142,1
209001,1
69665,1
85119,0
48250,1
35137,0
158263,1
35633,0
57890,0
127127,1
82501,0
91763,0
14635,0
54147,0
65543,0
75620,1
154395,1
112857,0
89922,0
137005,1
162137,1
203252,1
94664,0
210019,1
25653,1
146018,1
17429,0
90681,0
174869,1
194342,1
166331,1
173523,1
135998,1
152138,1
42426,0
74510,0
103952,0
188384,1
60588,0
113265,0
130665,1
170367,1
109817,0
142155,1
73312,0
192626,1
5549,0
35619,0
125939,1
45597,1
92682,0
167135,1
194413,1
210936,1
193713,1
136180,1
106430,0
116121,0
112705,0
48950,0
53601,0
35270,0
168460,1
88824,0
79556,0
49443,0
118067,1
170401,1
147954,1
34552,0
140354,1
64117,0
165577,1
152108,1
145308,1
209526,1
64267,0
210152,1
92558,0
25338,1
85937,0
4981,0
168359,1
171186,1
115639,0
207499,1
148792,1
140913,1
100598,0
35376,0
182508,1
151557,1
65778,0
71070,0
134166,1
139001,1
182023,1
208985,1
207241,1
40145,0
5182,1
87183,0
80204,1
202935,1
197818,1
15462,0
31735,0
153400,1
139150,1
150224,1
80028,0
165443,1
13856,0
60398,0
166173,1
104370,0
50322,0
163690,1
136697,1
141719,1
15056,0
198270,1
195185,1
117357,0
156900,1
73460,0
67791,0
207323,1
124287,1
16117,0
121010,1
73579,0
52869,0
21000,1
152705,1
87813,0
80384,0
126747,1
201322,1
50056,0
100415,1
210664,1
181809,1
106041,1
60277,0
70240,0
137615,1
213191,1
35209,1
168915,1
11130,0
42473,0
128774,1
78528,0
158463,1
122186,1
134665,1
164654,1
57457,0
48596,0
13524,0
55593,1
161317,1
116560,0
68349,0
64251,0
99076,0
119365,1
47189,1
202521,1
131043,1
161698,1
182990,1
10079,0
98912,0
147770,1
78997,0
47084,0
6837,0
142016,1
87454,0
96535,0
71372,0
120637,1
150775,1
169238,1
95167,0
130039,1
100433,0
163362,1
6879,0
108429,0
211539,1
179231,1
95509,0
94600,0
106433,0
78061,0
191201,1
118904,1
16316,0
1948,0
92173,0
194644,1
67317,0
170149,1
212842,1
59356,0
100973,0
58124,0
108340,1
43448,0
112615,0
145933,1
83159,0
158283,1
96991,0
169130,1
204147,1
80189,0
169865,1
13653,0
10374,0
33946,0
179855,1
156407,1
5736,0
90281,1
133819,1
138187,1
10102,0
154771,1
55481,0
196996,1
2072,0
204160,1
46586,0
37826,0
169483,1
173580,1
102788,0
113539,0
109509,0
69079,0
151311,1
19633,0
104306,0
28257,0
30230,0
68298,0
62009,0
60437,0
193032,1
71175,0
32906,0
121960,1
76760,0
175833,1
37762,0
174723,1
178018,1
88117,0
127914,1
153483,1
108095,0
97226,0
84456,0
88814,0
48312,0
185261,1
145839,1
104721,0
487,1
181086,1
18516,0
11464,0
95122,0
139687,1
102117,0
11548,0
192059,1
164831,1
138081,1
121527,1
50668,0
145867,1
91712,0
773,0
11568,0
150888,1
40463,0
111137,0
120543,1
12777,0
90271,0
190882,1
15280,0
200078,1
154007,1
80817,1
124610,1
16663,1
143108,1
26953,0
165339,1
102691,1
44137,0
163573,1
97513,0
188112,1
81300,0
15202,0
67646,0
49564,0
161159,1
207442,1
19260,0
154193,1
213161,1
30465,0
165999,1
164507,1
34439,0
14804,0
125109,1
68189,0
22672,0
145462,1
71856,0
92053,0
168344,1
11085,0
76825,0
43735,0
12853,0
171360,1
142677,1
13659,0
157398,1
59990,0
37859,0
69441,0
107797,0
61151,0
207763,1
168971,1
192890,1
2567,0
57295,0
133656,1
50283,1
70443,0
28759,0
120001,1
136442,1
46353,0
67549,0
40199,0
167991,1
178687,1
144871,1
93233,1
21085,1
55128,0
165705,1
41884,0
162683,1
68179,0
166911,1
155454,1
55757,0
51526,0
126263,1
205789,1
100132,1
168019,1
19563,0
176899,1
43068,0
151801,1
89164,1
178301,1
39135,0
85634,1
168033,1
184908,1
150533,1
147359,1
59784,0
75633,0
49888,1
50096,1
113335,0
110074,0
152062,1
51889,0
209167,1
68757,0
162863,1
200406,1
117047,0
29183,0
70365,1
138650,1
120939,1
70396,0
103263,0
163762,1
190773,1
100324,0
188724,1
23327,0
88689,0
200975,1
91907,0
152684,1
21793,1
195219,1
32680,0
68470,0
9965,0
35853,0
144080,1
51070,0
212843,1
72206,0
63026,0
42606,0
10456,0
105725,0
160861,1
176763,1
12764,0
131951,1
105208,0
144429,1
107958,0
27660,0
169838,1
190793,1
36486,0
187068,1
94632,0
69821,0
83121,0
9671,0
71525,1
23756,1
138738,1
162041,1
118191,1
174562,1
176021,1
113960,1
209688,1
133553,1
122387,1
190112,1
47659,0
52661,0
104852,0
141514,1
112041,0
174189,1
99913,0
9590,1
208102,1
147350,1
52886,1
181581,1
106184,1
105962,0
117983,1
82301,0
51007,0
200237,1
173960,1
159168,1
134317,1
56929,0
2215,0
198697,1
183941,1
59456,0
173626,1
161873,1
119245,1
22803,0
106253,0
63302,0
41160,0
106571,0
45759,0
124436,1
108233,0
32728,0
26387,0
43094,1
17689,0
187358,1
31095,0
178902,1
130919,1
67482,1
57767,1
116023,0
171200,1
42698,0
78612,0
194052,1
69829,0
150814,1
21848,0
34684,0
161694,1
158096,1
123914,1
35882,0
155420,1
113136,0
190242,1
80470,0
7119,0
192315,1
150058,1
16475,0
73995,0
132187,1
104331,0
155275,1
49983,0
74230,1
60083,0
59135,0
64561,0
40250,0
105638,0
107105,0
87522,0
89712,0
205266,1
15517,0
210447,1
183177,1
74616,0
1508,0
184806,1
118388,1
45686,0
119444,1
35555,0
134513,1
195525,1
192107,1
177542,1
37084,0
182117,1
154989,1
31895,0
160791,1
129249,1
72011,0
201961,1
163190,1
44576,0
26681,0
120924,1
109012,0
45042,0
33784,0
95297,0
89163,0
85494,1
1410,0
32998,0
202403,1
128817,1
61774,0
64401,0
5072,0
116550,0
175727,1
204254,1
191795,1
198012,1
170720,1
211447,1
57417,0
1448,0
149729,1
130524,1
56691,0
188145,1
148321,1
12970,0
73085,1
176927,1
210087,1
86278,0
129015,1
76416,0
138226,1
61123,0
126441,1
8834,0
167020,1
148103,1
154627,1
132594,1
93999,0
153111,1
42629,0
78118,0
50890,0
87764,0
10180,0
127436,1
93642,0
154090,1
13815,0
123193,1
52866,0
202608,1
90797,0
51170,0
80036,0
157945,1
36945,0
76399,0
107282,0
105032,0
30031,0
80118,0
131893,1
114661,1
103035,0
144204,1
212635,1
106902,0
209875,1
105931,0
136186,1
43488,0
20780,0
171043,1
191870,1
137306,1
154211,1
16395,0
135340,1
29939,0
6431,0
115464,0
134888,1
57317,0
43362,0
87626,0
39465,0
30436,0
152372,1
170181,1
123991,1
121426,1
196942,1
3988,0
53894,0
58317,0
159248,1
133170,1
141238,1
40946,0
85418,1
204804,1
116161,0
209423,1
187051,1
56182,1
116939,0
149311,1
27079,1
19385,0
4700,1
66823,1
124316,1
69928,0
188849,1
27202,0
111534,0
48127,0
78166,0
35332,0
29015,0
104408,0
76404,0
7909,1
119495,1
141429,1
115766,0
184651,1
23452,0
190800,1
141427,1
110023,0
55726,1
208280,1
176462,1
65482,0
88837,0
193564,1
65175,0
176593,1
21774,0
139024,1
34434,0
52206,0
167209,1
77796,0
146373,1
31677,0
62106,0
108258,0
3168,0
59914,0
72751,0
1004,0
44929,0
153110,1
154421,1
165804,1
198493,1
137394,1
165204,1
69502,0
104616,0
175528,1
53179,0
111437,0
62225,0
150779,1
45044,0
30660,0
152213,1
176407,1
94105,0
121920,1
180902,1
64819,0
64968,0
123375,1
183902,1
198974,1
164421,1
20992,0
138444,1
207521,1
128611,1
179525,1
68939,0
186122,1
23278,0
22475,0
52376,0
169554,1
13742,0
40842,0
114714,0
40405,0
131654,1
64445,0
210423,1
99852,0
174611,1
114221,0
